shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_1,42.2393292263092,-8.72830861757549,74,2344
Route_1,42.2393766940235,-8.72822143427568,75,2353
Route_1,42.2396972369316,-8.72763269087127,76,2413
Route_1,42.239774507475,-8.72749076579217,77,2428
Route_1,42.2398036040874,-8.72744043004455,78,2433
Route_1,42.2401920201421,-8.72676848071462,79,2503
Route_1,42.2402993690047,-8.72658276740017,80,2522
Route_1,42.2403073039623,-8.72632471688002,81,2544
Route_1,42.2403131194382,-8.72613558139135,82,2559
Route_1,42.2403624491178,-8.72453083312587,83,2692
Route_1,42.2403660876474,-8.72441243875633,84,2702
Route_1,42.2400019792584,-8.72433678011246,85,2743
Route_1,42.239410143944,-8.72421380080278,86,2809
Route_1,42.2389298714963,-8.72411400518664,87,2863
Route_1,42.2389621667888,-8.72362373953486,88,2903
Route_1,42.2389633823861,-8.72360528526744,89,2905
Route_1,42.2389890315233,-8.72321588900937,90,2937
Route_1,42.2386830525211,-8.72321082433919,91,2971
Route_1,42.2386318858034,-8.72320713478749,92,2977
Route_1,42.2384530021024,-8.72319723620186,93,2997
Route_1,42.2382751107896,-8.72318800820941,94,3016
Route_1,42.2379261391053,-8.72317041832721,95,3055
Route_1,42.237579151303,-8.72315416954953,96,3094
Route_1,42.2375563818658,-8.72314060490444,97,3097
Route_1,42.2375336124205,-8.72312704025936,98,3099
Route_1,42.2375059458265,-8.72308247663165,99,3104
Route_1,42.2375029498666,-8.72308236096246,100,3104
Route_1,42.2375236198429,-8.72240664801335,101,3160
Route_1,42.2375327511961,-8.72219501352187,102,3177
Route_1,42.2375669503351,-8.72140239086892,103,3243
Route_1,42.2375797294315,-8.7210682284408,104,3270
Route_1,42.2375819698427,-8.72100964096542,105,3275
Route_1,42.2375837164406,-8.72096396632463,106,3279
Route_1,42.2375858338424,-8.72090859429025,107,3284
Route_1,42.2376052046423,-8.72066706041895,108,3304
Route_1,42.2376168758494,-8.72053020014735,109,3315
Route_1,42.2376088108008,-8.72047518113848,110,3320
Route_1,42.237580887642,-8.72043089089337,111,3324
Route_1,42.2375809702006,-8.72043089089337,112,3324
Route_1,42.2371695106831,-8.72036778838476,113,3370
Route_1,42.2367227510436,-8.72029927215703,114,3420
Route_1,42.2361754293029,-8.72021533531421,115,3481
Route_1,42.2360815979435,-8.720177784388,116,3492
Route_1,42.2359996815893,-8.72011877578967,117,3502
Route_1,42.2359605955773,-8.72008759665913,118,3507
Route_1,42.2358949687366,-8.7200352458632,119,3516
Route_1,42.2358697609968,-8.72001513758112,120,3519
Route_1,42.2358517354847,-8.72000075859302,121,3521
Route_1,42.235273847384,-8.71860332769626,122,3653
Route_1,42.2351953882041,-8.71838258751111,123,3673
Route_1,42.2351092986842,-8.71814038182729,124,3696
Route_1,42.2350849009078,-8.71807174110008,125,3702
Route_1,42.234771418203,-8.71718980354541,126,3783
Route_1,42.2346105607145,-8.71678747219318,127,3820
Route_1,42.2345537800077,-8.71665811621339,128,3833
Route_1,42.2345548114841,-8.71665949433344,129,3833
Route_1,42.2338811612085,-8.71703076884696,130,3913
Route_1,42.2338791661982,-8.71703187519982,131,3914
Route_1,42.2337660481529,-8.71709460665755,132,3927
Route_1,42.2335078909524,-8.7172382586666,133,3958
Route_1,42.2335049192962,-8.71723991224223,134,3959
Route_1,42.2334355858778,-8.7172784927168,135,3967
Route_1,42.233269565392,-8.71737087418609,136,3987
Route_1,42.2325446941135,-8.71782148530059,137,4076
Route_1,42.2321285539676,-8.71804788745909,138,4125
Route_1,42.2321271510557,-8.71804865071788,139,4126
Route_1,42.2320673281829,-8.71808119751103,140,4133
Route_1,42.2319668680122,-8.71813585259043,141,4145
Route_1,42.231934988536,-8.71815319649216,142,4149
Route_1,42.2314206292756,-8.71843302895599,143,4210
Route_1,42.2310388897745,-8.7186186312499,144,4255
Route_1,42.2309821580688,-8.71864621408102,145,4262
Route_1,42.2309737791544,-8.71865028788619,146,4263
Route_1,42.2305421522732,-8.71889860689396,147,4315
Route_1,42.2304854044451,-8.71893125417615,148,4322
Route_1,42.2303164060122,-8.71902847935729,149,4342
Route_1,42.2296490966859,-8.71941203524642,150,4423
Route_1,42.2295768948859,-8.71943658940387,151,4431
Route_1,42.2295763170235,-8.71943658940387,152,4431
Route_1,42.2295768111148,-8.71947552579974,153,4434
Route_1,42.2295733330809,-8.71951446227746,154,4437
Route_1,42.2295504885212,-8.71958160631957,155,4444
Route_1,42.229550818728,-8.71958160631957,156,4444
Route_1,42.2295309580921,-8.71963457994761,157,4449
Route_1,42.2295205951583,-8.71965010598503,158,4451
Route_1,42.2294991810617,-8.71968218915762,159,4454
